1.241000000000000000e+03,1.272000000000000000e+03,1.247000000000000000e+03,1.261000000000000000e+03,1.381000000000000000e+03,1.186000000000000000e+03,1.372000000000000000e+03,1.406000000000000000e+03,1.406000000000000000e+03
2.900000000000000000e+03,2.990000000000000000e+03,3.210000000000000000e+03,3.145000000000000000e+03,3.105000000000000000e+03,3.011000000000000000e+03,6.199000000000000000e+03,3.008000000000000000e+03,3.534000000000000000e+03
1.071400000000000000e+04,1.050800000000000000e+04,1.009700000000000000e+04,1.081600000000000000e+04,1.049400000000000000e+04,1.072000000000000000e+04,1.017300000000000000e+04,1.210800000000000000e+04,2.027700000000000000e+04
4.499500000000000000e+04,4.259400000000000000e+04,4.190500000000000000e+04,4.589500000000000000e+04,4.786000000000000000e+04,4.546700000000000000e+04,4.488300000000000000e+04,1.773970000000000000e+05,5.355000000000000000e+04
2.755290000000000000e+05,2.818870000000000000e+05,2.830820000000000000e+05,2.863540000000000000e+05,2.848360000000000000e+05,2.822980000000000000e+05,2.826150000000000000e+05,7.605520000000000000e+05,5.466260000000000000e+05
7.614600000000000000e+04,7.885900000000000000e+04,8.002300000000000000e+04,7.819200000000000000e+04,7.324400000000000000e+04,7.381900000000000000e+04,7.174500000000000000e+04,7.270200000000000000e+04,7.878800000000000000e+04
6.003200000000000000e+04,5.360000000000000000e+04,5.315500000000000000e+04,5.813800000000000000e+04,5.090400000000000000e+04,6.921200000000000000e+04,4.779400000000000000e+04,5.145500000000000000e+04,5.213400000000000000e+04
3.630100000000000000e+04,3.604300000000000000e+04,3.921100000000000000e+04,3.518400000000000000e+04,3.691900000000000000e+04,3.492300000000000000e+04,3.551200000000000000e+04,3.426700000000000000e+04,3.611300000000000000e+04
2.293910000000000000e+05,2.275950000000000000e+05,2.270120000000000000e+05,2.188460000000000000e+05,2.266580000000000000e+05,2.203520000000000000e+05,2.090500000000000000e+05,2.205210000000000000e+05,2.120010000000000000e+05
3.200000000000000000e+01,3.400000000000000000e+01,3.900000000000000000e+01,4.100000000000000000e+01,5.800000000000000000e+01,4.100000000000000000e+01,1.080000000000000000e+02,5.600000000000000000e+01,1.032000000000000000e+03
2.000000000000000000e+02,2.000000000000000000e+02,1.760000000000000000e+02,2.910000000000000000e+02,3.020000000000000000e+02,2.700000000000000000e+02,3.800000000000000000e+02,5.520000000000000000e+02,7.933000000000000000e+03
8.790000000000000000e+02,8.810000000000000000e+02,8.570000000000000000e+02,1.038000000000000000e+03,1.108000000000000000e+03,1.182000000000000000e+03,1.346000000000000000e+03,1.671000000000000000e+03,3.522900000000000000e+04
1.063000000000000000e+03,1.060000000000000000e+03,1.038000000000000000e+03,1.150000000000000000e+03,1.252000000000000000e+03,1.049000000000000000e+03,3.071000000000000000e+03,1.765000000000000000e+03,3.182400000000000000e+04
1.541000000000000000e+03,1.623000000000000000e+03,1.607000000000000000e+03,1.799000000000000000e+03,1.701000000000000000e+03,1.743000000000000000e+03,1.073500000000000000e+04,2.118500000000000000e+04,4.033100000000000000e+04
5.360000000000000000e+02,5.400000000000000000e+02,5.310000000000000000e+02,1.174000000000000000e+03,9.530000000000000000e+02,8.180000000000000000e+02,2.718000000000000000e+03,8.811000000000000000e+03,2.153000000000000000e+03
3.870000000000000000e+02,3.910000000000000000e+02,4.080000000000000000e+02,6.610000000000000000e+02,5.900000000000000000e+02,7.890000000000000000e+02,3.246000000000000000e+03,2.795000000000000000e+03,3.348000000000000000e+03
1.830000000000000000e+02,1.750000000000000000e+02,1.890000000000000000e+02,3.210000000000000000e+02,4.220000000000000000e+02,3.900000000000000000e+02,8.370000000000000000e+02,8.040000000000000000e+02,1.885000000000000000e+03
1.320000000000000000e+02,1.630000000000000000e+02,1.760000000000000000e+02,1.890000000000000000e+02,2.780000000000000000e+02,2.520000000000000000e+02,4.630000000000000000e+02,6.050000000000000000e+02,1.544000000000000000e+03
5.000000000000000000e+00,9.000000000000000000e+00,7.000000000000000000e+00,2.500000000000000000e+01,2.200000000000000000e+01,3.600000000000000000e+01,3.700000000000000000e+01,2.500000000000000000e+01,2.800000000000000000e+01
