-6.074173494788894345e+01,-6.066204728436709814e+01,-6.072252782974263852e+01,-6.062140217113564233e+01,-6.043192316536783437e+01,-6.063050785667891063e+01,-6.063449666087724665e+01,-6.073659910774028958e+01,-5.780293760116510526e+01
-6.134291309235418765e+01,-6.128189720622162184e+01,-6.136218238000974878e+01,-6.097933429688993812e+01,-6.131600429626196558e+01,-6.120644636762422408e+01,-5.240938766536699234e+01,-6.018923553897062817e+01,-6.056395619983631917e+01
-6.461178674282588474e+01,-6.468740237658663261e+01,-6.467554874419285227e+01,-6.457016577291666692e+01,-6.470428291225906037e+01,-6.451056976366008655e+01,-6.402036664476902672e+01,-6.422565191791929351e+01,-5.814156350101008996e+01
-6.421771927779667521e+01,-6.419209133565152570e+01,-6.412360142510789274e+01,-6.416982416047245863e+01,-6.420912539038532429e+01,-6.414456922414120754e+01,-6.378909992952326036e+01,-6.032185144446810199e+01,-6.399961768749025737e+01
-6.385283678143414221e+01,-6.385322888242539108e+01,-6.385668437916393714e+01,-6.383232571331826222e+01,-6.382845263357200594e+01,-6.380855516149611617e+01,-6.372051041069707367e+01,-6.276446937585154018e+01,-6.370688661566656208e+01
-6.621968574880759206e+01,-6.623841976378325569e+01,-6.623988689349714321e+01,-6.620289212507707077e+01,-6.618767442645922472e+01,-6.618866566852615563e+01,-6.616201264519132508e+01,-6.617681120105460479e+01,-6.488990200178056966e+01
-6.762128241285512331e+01,-6.762124863535659358e+01,-6.762101473053618861e+01,-6.762118152423003892e+01,-6.762154872723756682e+01,-6.762196602803422252e+01,-6.760030030145718172e+01,-6.757808477479325404e+01,-6.724445356456321576e+01
-6.889717881466941662e+01,-6.892173544059035351e+01,-6.891649809675745075e+01,-6.892135045593998655e+01,-6.891710988254092740e+01,-6.891791462900454235e+01,-6.889543779701070036e+01,-6.885754334840382285e+01,-6.854322449477096768e+01
-7.195782111137820891e+01,-7.195628344228740048e+01,-7.195655209392579366e+01,-7.195745877714236372e+01,-7.195784703599606758e+01,-7.196111047894372348e+01,-7.195590195967110958e+01,-7.194667696185727834e+01,-7.187292729696029880e+01
-2.926698402796817788e+01,-2.704858788752429177e+01,-3.157596901251822175e+01,-2.671696065265908260e+01,-2.657690792292530091e+01,-2.820051108399528417e+01,-2.659270733435511858e+01,-2.751172377695455751e+01,-2.636584656116103531e+01
-3.103835799090868974e+01,-3.168102385824550282e+01,-3.149845965072077192e+01,-2.987609815452394812e+01,-3.020451182891844510e+01,-2.977995332667281048e+01,-3.007037560411819399e+01,-2.977699792763393560e+01,-2.920609502730872364e+01
-3.773151756277335522e+01,-3.770832474675401613e+01,-3.801365849004269393e+01,-3.731391292981009400e+01,-3.700521175327036616e+01,-3.704332988561035478e+01,-3.710237557691500854e+01,-3.706043333656664629e+01,-3.666290219890508695e+01
-4.433373838703482051e+01,-4.380193567381837738e+01,-4.382699138577063991e+01,-4.206528015937052345e+01,-4.204491472135046592e+01,-4.217971712574187393e+01,-4.246982966272043569e+01,-4.231818624392737149e+01,-4.177360065793466504e+01
-5.450245575532078846e+01,-5.460089359218576277e+01,-5.324136381406892582e+01,-4.611546877754214080e+01,-4.620687283857490257e+01,-4.584820254132807094e+01,-4.610009780587300554e+01,-4.609213419738188833e+01,-4.586725872634202972e+01
-4.822109474990845257e+01,-4.718629301806013387e+01,-4.824404214798925494e+01,-4.606401696294790327e+01,-4.605785882298212641e+01,-4.605957406920112618e+01,-4.605737934619152441e+01,-4.605619014900739217e+01,-4.605653433235108452e+01
-4.698425261672816333e+01,-4.698205817311511368e+01,-4.648047426802728666e+01,-4.648367694293711594e+01,-4.648784833030465791e+01,-4.648294168737649557e+01,-4.647829507930156012e+01,-4.647883506880464921e+01,-4.647441139763009943e+01
-4.725926620669434186e+01,-4.752633774082908502e+01,-4.824430940944719737e+01,-4.697741549220861401e+01,-4.713363001121164331e+01,-4.697909190106745569e+01,-4.697807781412325312e+01,-4.711722877355244066e+01,-4.697885882315922146e+01
-5.064467082271436027e+01,-5.154203601751679287e+01,-5.274243410049108860e+01,-5.061804973110150030e+01,-5.061289087679188015e+01,-5.061081175153105960e+01,-5.096488239393538322e+01,-5.089759167763270398e+01,-5.062527128085401529e+01
-2.154958790508618449e+01,-2.173734831948949875e+01,-2.189999551295999680e+01,-2.043257898786162485e+01,-1.991368837867268837e+01,-1.897438064700913074e+01,-1.989652195235209931e+01,-1.998367940182035341e+01,-2.006744764692135874e+01
-2.663267764755067191e+01,-2.686747210085319892e+01,-2.691043259538531984e+01,-2.451506864777682893e+01,-2.434381550890303814e+01,-2.475335930000060358e+01,-2.474967921152948946e+01,-2.434990598408043638e+01,-2.370155684108712180e+01
-3.568113423294676778e+01,-3.614612362527076073e+01,-3.395583267721921317e+01,-2.979864468707450698e+01,-2.955311697765846191e+01,-2.799291173651442577e+01,-3.217831448235504155e+01,-3.082419040553426370e+01,-3.160997272011503156e+01
-4.027396298032511623e+01,-3.768779684958111886e+01,-3.803488614063662254e+01,-3.561572221658906301e+01,-3.586896330014847933e+01,-3.552656475430671179e+01,-3.589626718564172592e+01,-3.600762101960375361e+01,-3.471846187104719661e+01
-4.362788265909614438e+01,-4.286389252340217837e+01,-4.235874942410593036e+01,-3.934637174004127758e+01,-3.952811398494196027e+01,-3.939931315548852098e+01,-3.942434941765495182e+01,-3.932769309048322270e+01,-3.929177969383011515e+01
-4.414263707933066172e+01,-4.404467909171092543e+01,-4.465934292057030319e+01,-4.206441829043933467e+01,-4.208302081803430639e+01,-4.207638776275259573e+01,-4.205951852679632452e+01,-4.206169006383262143e+01,-4.203322921659944456e+01
-4.540072683907283846e+01,-4.517901202850821818e+01,-4.531514177838340629e+01,-4.480052153468633236e+01,-4.476920813543873834e+01,-4.476936765104869664e+01,-4.478172586737041172e+01,-4.479688217154458840e+01,-4.476771626793109959e+01
-4.678992267496168722e+01,-4.660632461981971630e+01,-4.663948127229960505e+01,-4.724621254479971810e+01,-4.659536697789055637e+01,-4.656835927986117696e+01,-4.649994968529291839e+01,-4.678654810404877651e+01,-4.649494242760925289e+01
